,0
448,1468
449,1468
450,1468
451,1468
452,1468
453,1468
454,1468
455,1468
456,1468
457,1468
458,1468
459,1468
460,1468
461,1468
462,1468
463,1468
464,1468
465,1468
466,1468
467,1468
468,1468
469,1468
470,1468
471,1468
472,1468
473,1468
474,1468
475,1468
476,1468
477,1468
478,1468
479,1468
480,1468
481,1468
482,1468
483,1468
484,1468
485,1468
486,1468
487,1468
488,1468
489,1468
490,1468
491,1468
492,1468
493,1468
494,1468
495,1468
496,1468
497,1468
498,1468
499,1468
500,1468
501,1468
502,1468
503,1468
504,1468
505,1468
506,1468
507,1468
508,1468
509,1468
510,1468
511,1468
512,1468
513,1468
514,1468
515,1468
516,1468
517,1468
518,1468
519,1468
520,1468
521,1468
522,1468
523,1468
524,1468
525,1468
526,1468
527,1468
528,1468
529,1468
530,1468
531,1699
532,1468
533,1468
534,1468
535,1468
536,1468
537,1468
538,1468
539,2161
540,1468
541,1468
542,1699
543,1699
544,1468
545,1468
546,1468
547,1468
548,1468
549,1468
550,1468
551,1468
552,1468
553,1468
554,1468
555,1468
556,1468
557,1468
558,1468
559,1468
560,1468
561,1468
562,1468
563,1468
564,1468
565,1468
566,1468
567,1468
568,1468
569,1468
570,1468
571,1468
572,1468
573,1468
574,1468
575,1468
576,1468
577,1468
578,1468
579,1468
580,1468
581,2392
582,2392
583,1468
584,1468
585,1468
586,1468
587,1468
588,1468
589,1468
590,1468
591,1468
592,1468
593,1468
594,1468
595,1468
596,1468
597,1468
598,1468
599,1468
600,1468
601,1468
602,1468
603,1468
604,1468
605,1468
606,1468
607,1468
608,1468
609,1468
610,1468
611,1468
612,1468
613,1468
614,1468
615,1468
616,1468
617,1468
618,1468
619,1468
620,1468
621,1468
622,1468
623,1468
624,1468
625,1468
626,1468
627,1468
628,1468
629,1468
630,1468
631,1468
632,1468
633,1468
634,1468
635,1468
636,1468
637,1468
638,1468
639,1468
640,1468
641,1468
642,1468
643,1468
644,1468
645,1468
646,1468
647,1468
648,1468
649,1468
650,1468
651,1468
652,1468
653,1468
654,1468
655,1468
656,1468
657,1468
658,1468
659,1468
660,1468
661,1468
662,1468
663,1468
664,1468
665,1468
666,1468
667,1468
668,1468
669,1468
670,1468
671,1468
672,1468
673,1468
674,1468
675,1468
676,1468
677,1468
678,1468
679,1468
680,1468
681,1468
682,1468
683,1468
684,1468
685,1468
686,1468
687,1468
688,1468
689,1468
690,1468
691,1468
692,1468
693,1468
694,1468
695,1468
696,1468
697,1468
698,1468
699,1468
700,1468
701,1468
702,1468
703,1468
704,1468
705,1468
706,1468
707,1468
708,1468
709,1468
710,1468
711,1468
712,1468
713,1468
714,1468
715,1468
716,1468
717,1468
718,1468
719,1468
720,1468
721,1468
722,1468
723,1468
724,1468
725,1468
726,1468
727,1468
728,1468
729,1468
730,1468
731,1468
732,1468
733,1468
734,1468
735,1468
736,1468
737,1468
738,1468
739,1468
740,1468
741,1699
742,1468
743,1468
744,2161
745,1468
746,1468
747,1468
748,1468
749,1468
750,1468
751,1468
752,1468
753,1468
754,1468
755,1468
756,1468
757,1468
758,1468
759,1468
760,1468
761,1468
762,1468
763,1468
764,1468
765,1468
766,1468
767,1468
768,1468
769,1468
770,1468
771,1468
772,1468
773,1468
774,1468
775,1468
776,1468
777,1468
778,1468
779,1468
780,1468
781,1468
782,1468
783,1468
784,1468
785,1468
786,1468
787,1468
788,1468
789,1468
790,1468
791,1468
792,1468
793,1468
794,1468
795,1468
796,1468
797,1468
798,1468
799,1468
800,1468
801,1468
802,1468
803,1468
804,1468
805,1468
806,1468
807,1468
808,1468
809,1468
810,1468
811,1468
812,1468
813,1468
814,1468
815,1468
816,1468
817,1468
818,1468
819,1468
820,1468
821,1468
822,1468
823,1468
824,1468
825,1468
826,1468
827,1468
828,1468
829,1468
830,1468
831,1468
832,1468
833,1468
834,1468
835,1468
836,1468
837,1468
838,1468
839,1468
840,1468
841,1468
842,1468
843,1468
844,1468
845,1468
846,1468
847,1468
848,1468
849,1468
850,1468
851,1468
852,1468
853,1468
854,1468
855,1468
856,1468
857,1468
858,1468
859,1468
860,1468
861,1468
862,1468
863,1468
864,1468
865,1468
866,1468
867,1468
868,1468
869,1468
870,1468
871,1468
872,1468
873,1468
874,1468
875,1468
876,1468
877,1468
878,1468
879,1468
880,1468
881,1468
882,1468
883,1468
884,1468
885,1468
886,1468
887,1468
888,1468
889,1468
890,1468
891,1468
892,1468
893,1468
894,1468
895,1468
896,1468
897,1468
898,1468
899,1468
900,1468
901,1468
902,1468
903,1468
904,1468
905,1468
906,1468
907,1468
908,1468
909,1468
910,1468
911,1468
912,1468
913,1468
914,1468
915,1468
916,1468
917,1468
918,1468
919,1468
920,1468
921,1468
922,1468
923,1468
924,1468
925,1468
926,1468
927,1468
928,1468
929,1468
930,1468
931,1468
932,1468
933,1468
934,1468
935,1468
936,1468
937,1468
938,1468
939,1468
940,1468
941,1468
942,1468
943,1468
944,1468
945,1468
946,1468
947,1468
948,1468
949,1468
950,1468
951,1468
952,1468
953,1468
954,1468
955,1468
956,1468
957,1468
958,1468
959,1468
960,1468
961,1468
962,1468
963,1468
964,1468
965,1468
966,1468
967,1468
968,1468
969,1468
970,1468
971,1468
972,1468
973,1468
974,1468
975,1699
976,1468
977,1468
978,1468
979,1468
980,1468
981,1468
982,1468
983,1468
984,1468
985,1468
986,1468
987,1468
988,1468
989,1468
990,1468
991,1468
992,1468
993,1468
994,1468
995,1468
996,1468
997,1468
998,1468
999,1468
1000,1468
1001,1468
1002,1468
1003,1468
1004,1468
1005,1468
1006,1468
1007,4702
1008,1468
1009,1468
1010,1468
1011,1468
1012,1468
1013,1468
1014,1468
1015,1468
1016,1468
1017,1468
1018,1468
1019,1468
1020,1468
1021,1468
1022,1468
1023,1468
1024,1468
1025,1468
1026,1468
1027,1468
1028,1468
1029,1468
1030,1468
1031,1468
1032,1468
1033,1468
1034,1468
1035,1468
1036,1468
1037,1468
1038,1468
1039,1468
1040,1468
1041,1468
1042,1468
1043,1468
1044,1468
1045,1468
1046,1468
1047,1468
1048,1468
1049,1468
1050,1468
1051,1468
1052,1468
1053,1468
1054,1468
1055,1468
1056,1468
1057,1468
1058,1468
1059,1468
1060,1468
1061,1468
1062,1468
1063,1468
1064,1468
1065,1468
1066,1468
1067,1468
1068,1468
1069,1468
1070,1468
1071,1468
1072,1468
1073,1468
1074,1468
1075,1468
1076,1468
1077,1468
1078,1468
1079,1468
1080,1468
1081,1468
1082,1468
1083,1468
1084,1468
1085,1468
1086,1468
1087,1468
1088,1468
1089,1468
1090,1468
1091,1468
1092,1468
1093,1468
1094,1468
1095,1468
1096,1468
1097,1468
1098,1468
1099,1468
1100,1468
1101,1468
1102,1468
1103,1468
1104,1468
1105,1468
1106,1468
1107,1468
1108,1468
1109,1468
1110,1468
1111,1468
1112,1468
1113,1468
1114,1468
1115,1468
1116,1468
1117,1468
1118,1468
1119,1468
1120,1468
1121,1468
1122,1468
1123,1468
1124,1468
1125,1468
1126,1468
1127,1468
1128,1468
1129,1468
1130,1468
1131,1468
1132,1468
1133,1468
1134,1468
1135,1468
1136,1468
1137,1468
1138,1468
1139,1468
1140,1468
1141,1468
1142,1468
1143,1468
1144,1468
1145,1468
1146,1468
1147,1468
1148,1468
1149,1468
1150,1468
1151,1468
1152,1468
1153,1468
1154,1468
1155,1468
1156,1468
1157,1468
1158,1468
1159,1468
1160,1468
1161,1468
1162,1468
1163,1468
1164,1468
1165,1468
1166,1468
1167,1468
1168,1468
1169,1468
1170,1468
1171,1468
1172,1468
1173,1468
1174,1468
1175,1468
1176,1468
1177,1468
1178,1468
1179,1468
1180,1468
1181,1468
1182,1468
1183,1468
1184,1468
1185,1468
1186,1468
1187,1468
1188,1468
1189,1468
1190,1468
1191,1468
1192,1468
1193,1468
1194,1468
1195,1468
1196,1468
1197,1468
1198,1468
1199,1468
1200,1468
1201,1468
1202,1468
1203,1468
1204,1468
1205,1468
1206,1468
1207,1468
1208,1468
1209,1468
1210,1468
1211,1468
1212,1468
1213,1468
1214,1468
1215,1468
1216,1468
1217,1468
1218,1468
1219,1468
1220,1468
1221,1468
1222,1468
1223,1468
1224,1468
1225,1468
1226,1468
1227,1468
1228,1468
1229,1468
1230,1468
1231,1468
1232,1468
1233,1468
1234,1468
1235,1468
1236,1468
1237,1468
1238,1468
1239,1468
1240,1468
1241,1468
1242,1468
1243,1468
1244,1468
1245,1468
1246,1468
1247,1468
1248,1468
1249,1468
1250,1468
1251,1468
1252,1468
1253,1468
1254,1468
1255,1468
1256,1468
1257,1468
1258,1468
1259,1468
1260,1468
1261,1468
1262,1468
1263,1468
1264,1468
1265,1468
1266,1468
1267,1468
1268,1468
1269,1468
1270,1468
1271,1468
1272,1468
1273,1468
1274,1468
1275,1468
1276,1468
1277,1468
1278,1468
1279,1468
1280,1468
1281,1468
1282,1468
1283,1468
1284,1468
1285,1468
1286,1468
1287,1468
1288,1468
1289,1468
1290,1468
1291,1468
1292,1468
1293,1468
1294,1468
1295,1468
1296,1468
1297,1468
1298,1468
1299,1468
1300,1468
1301,1468
1302,1468
1303,1468
1304,1468
1305,1468
1306,1468
1307,1468
1308,1468
1309,1468
1310,1468
1311,1468
1312,1468
1313,1468
1314,1468
1315,1468
1316,1468
1317,1468
1318,1468
1319,1468
1320,1468
1321,1468
1322,1468
1323,1468
1324,1468
1325,1468
1326,1468
1327,1468
1328,1468
1329,1468
1330,1468
1331,1468
1332,1468
1333,1468
1334,1468
1335,1468
1336,1468
1337,1468
1338,1468
1339,1468
1340,1468
1341,1468
1342,1468
1343,1468
1344,1468
1345,1468
1346,1468
1347,1468
1348,1468
1349,1468
1350,1468
1351,1468
1352,1468
1353,1468
1354,1468
1355,1468
1356,1468
1357,1468
1358,1468
1359,1468
1360,1468
1361,1468
1362,1468
1363,1468
1364,1468
1365,1468
1366,1468
1367,1468
1368,1468
1369,1468
1370,1468
1371,1468
1372,1468
1373,1468
1374,1468
1375,1468
1376,1468
1377,1468
1378,1468
1379,1468
1380,1468
1381,1468
1382,1468
1383,1468
1384,1468
1385,1468
1386,1468
1387,1468
1388,1468
1389,1468
1390,1468
1391,1468
1392,1468
1393,1468
1394,1468
1395,1468
1396,1468
1397,1468
1398,1468
1399,1468
1400,1468
1401,1468
1402,1468
1403,1468
1404,1468
1405,1468
1406,1468
1407,1468
1408,1468
1409,1468
1410,1468
1411,1468
1412,1468
1413,1468
1414,1468
1415,1468
1416,1468
1417,1468
1418,1468
1419,1468
1420,1468
1421,1468
1422,1468
1423,1468
1424,1468
1425,1468
1426,1468
1427,1468
1428,1468
1429,1468
1430,1468
1431,1468
1432,1468
1433,1468
1434,1468
1435,1468
1436,1468
1437,1468
1438,1468
1439,1468
1440,1468
1441,1468
1442,1468
1443,1468
1444,1468
1445,1468
1446,1468
1447,1468
1448,1468
1449,1468
1450,1468
1451,1468
1452,1468
1453,1468
1454,1468
1455,1468
1456,1468
1457,1468
1458,1468
1459,1468
1460,1468
1461,1468
1462,1468
1463,2161
1464,1468
1465,1468
1466,1468
1467,1468
1468,1468
1469,1468
1470,1468
1471,1468
1472,1468
1473,1468
1474,1468
1475,1468
1476,1468
1477,1468
1478,1468
1479,1468
1480,1468
1481,1468
1482,1468
1483,1468
1484,1468
1485,1468
1486,1468
1487,1468
1488,1468
1489,1468
1490,1468
1491,1468
1492,1468
1493,1468
1494,1468
1495,1468
1496,1468
1497,1468
1498,1468
1499,1468
1500,1468
1501,1468
1502,1468
1503,1468
1504,1468
1505,1468
1506,1468
1507,1468
1508,1468
1509,1468
1510,1468
1511,1468
1512,1468
1513,1468
1514,1468
1515,1468
1516,1468
1517,1468
1518,1468
1519,1468
1520,1468
1521,1468
1522,1468
1523,1468
1524,1468
1525,1468
1526,1468
1527,1468
1528,1468
1529,1468
1530,1468
1531,1468
1532,1468
1533,1468
1534,1468
1535,1468
1536,1468
1537,1468
1538,1468
1539,1468
1540,1468
1541,1468
1542,1468
1543,1468
1544,1468
1545,1468
1546,1468
1547,1468
1548,1468
1549,1468
1550,1468
1551,1468
1552,1468
1553,1468
1554,1468
1555,1468
1556,1468
1557,1468
1558,1468
1559,1468
1560,1468
1561,1468
1562,1468
1563,1468
1564,1468
1565,1468
1566,1468
1567,1468
1568,1468
1569,1468
1570,1699
1571,1468
1572,1468
1573,1468
1574,1468
1575,1468
1576,1468
1577,1468
1578,1468
1579,1468
1580,1468
1581,1468
1582,1468
1583,1468
1584,1468
1585,1468
1586,1468
1587,1468
1588,1468
1589,1468
1590,1468
1591,1468
1592,1468
1593,1468
1594,1468
1595,1468
1596,1468
1597,1468
1598,1468
1599,1468
1600,1468
1601,2161
1602,1468
1603,1468
1604,1468
1605,1468
1606,1468
1607,1468
1608,1468
1609,1468
1610,1468
1611,1468
1612,1468
1613,1468
1614,1468
1615,1468
1616,1468
1617,1468
1618,1468
1619,1468
1620,1468
1621,2392
1622,1468
1623,1468
1624,1468
1625,1468
1626,1468
1627,1699
1628,1468
1629,1468
1630,1468
1631,1468
1632,1468
1633,1468
1634,1468
1635,1468
1636,1468
1637,1468
1638,1468
1639,1468
1640,1468
1641,1468
1642,1468
1643,1468
1644,1468
1645,1468
1646,1468
1647,1468
1648,1468
1649,1468
1650,1468
1651,1468
1652,1468
1653,1468
1654,1468
1655,1468
1656,1468
1657,1468
1658,1468
1659,1468
1660,1468
1661,1468
1662,1468
1663,1468
1664,1468
1665,1468
1666,1468
1667,1468
1668,1468
1669,1468
1670,1468
1671,1468
1672,1468
1673,1468
1674,1468
1675,1468
1676,1468
1677,1468
1678,1468
1679,1468
1680,1468
1681,1468
1682,1468
1683,1468
1684,1468
1685,1468
1686,1468
1687,1468
1688,1468
1689,1468
1690,1468
1691,1468
1692,1468
1693,1468
1694,1468
1695,1468
1696,1468
1697,1468
1698,1468
1699,1468
1700,1468
1701,1468
1702,1468
1703,1468
1704,1468
1705,1468
1706,1468
1707,1468
1708,1468
1709,1468
1710,1468
1711,1468
1712,1468
1713,1468
1714,1468
1715,1468
1716,1468
1717,1468
1718,1468
1719,1468
1720,1468
1721,1468
1722,1468
1723,1468
1724,1468
1725,1468
1726,1468
1727,1468
1728,1468
1729,1699
1730,1468
1731,1468
1732,1468
1733,1468
1734,1468
1735,1468
1736,1468
1737,1468
1738,1468
1739,1468
1740,1468
1741,1468
1742,1468
1743,1468
1744,1468
1745,1468
1746,1468
1747,1468
1748,1468
1749,1468
1750,1468
1751,1468
1752,1468
1753,1468
1754,1468
1755,1468
1756,1468
1757,1468
1758,1468
1759,1468
1760,1468
1761,1468
1762,1468
1763,1699
1764,1468
1765,1468
1766,1468
1767,1468
1768,1468
1769,1468
1770,1468
1771,1468
1772,1468
1773,1468
1774,1468
1775,1468
1776,1699
1777,1468
1778,1468
1779,1468
1780,1468
1781,1468
1782,1468
1783,1468
1784,1468
1785,1468
1786,1468
1787,1468
1788,1468
1789,1468
1790,1468
1791,1468
1792,1468
1793,1468
1794,1468
1795,1468
1796,1468
1797,1468
1798,1468
1799,1468
1800,1468
1801,1468
1802,1468
1803,1468
1804,1468
1805,1468
1806,1468
1807,1468
1808,1468
1809,1468
1810,1468
1811,1468
1812,1468
1813,1468
1814,1468
1815,1468
1816,1468
1817,1468
1818,1468
1819,1468
1820,1468
1821,1468
1822,1468
1823,1468
1824,1468
1825,1468
1826,1468
1827,1468
1828,1468
1829,1468
1830,1468
1831,1468
1832,1468
1833,1468
1834,1468
1835,1468
1836,1468
1837,1468
1838,1468
1839,1468
1840,1468
1841,1468
1842,1468
1843,1468
1844,1468
1845,1468
1846,1468
1847,1468
1848,1468
1849,1468
1850,1468
1851,1468
1852,1468
1853,1468
1854,1468
1855,1468
1856,1468
1857,1468
1858,1468
1859,1468
1860,1468
1861,1468
1862,1468
1863,1468
1864,1468
1865,1468
1866,1468
1867,1468
1868,1468
1869,1468
1870,1468
1871,1468
1872,1468
1873,1468
1874,1468
1875,1468
1876,1468
1877,1468
1878,1468
1879,1468
1880,1468
1881,1468
1882,1468
1883,1468
1884,1468
1885,1699
1886,1468
1887,1468
1888,1468
1889,1468
1890,1468
1891,1468
1892,1468
1893,1468
1894,1468
1895,1468
1896,1468
1897,1468
1898,1468
1899,1468
1900,1468
1901,1468
1902,1468
1903,1468
1904,1468
1905,1468
1906,1468
1907,1468
1908,1468
1909,1468
1910,1468
1911,1468
1912,1468
1913,1468
1914,1468
1915,1468
1916,1468
1917,1468
1918,1468
1919,1468
1920,1468
1921,1468
1922,1468
1923,1468
1924,1468
1925,1468
1926,1468
1927,1468
1928,1468
1929,1468
1930,1468
1931,1468
1932,1468
1933,1468
1934,1468
1935,1468
1936,1468
1937,1468
1938,1468
1939,1468
1940,1468
1941,1468
1942,1468
1943,1468
1944,1468
1945,1468
1946,1468
1947,1468
1948,1468
1949,1468
1950,1468
1951,1468
1952,1468
1953,1468
1954,1468
1955,1468
1956,1468
1957,1468
1958,1468
1959,1468
1960,1468
1961,1468
1962,1468
1963,1468
1964,1468
1965,1468
1966,1468
1967,1468
1968,1468
1969,1468
1970,1468
1971,1468
1972,1468
1973,1468
1974,1468
1975,1468
1976,1468
1977,1468
1978,1468
1979,1468
1980,1468
1981,1468
1982,1468
1983,1468
1984,1468
1985,1468
1986,1468
1987,1468
1988,1468
1989,1468
1990,1468
1991,1468
1992,1468
1993,1468
1994,1468
1995,1468
1996,1699
1997,1468
1998,1468
1999,1468
2000,1468
2001,1468
2002,1468
2003,1468
2004,1468
2005,1468
2006,1468
2007,1468
2008,1468
2009,1468
2010,1468
2011,1468
2012,1468
2013,1468
2014,1468
2015,1468
2016,1468
2017,1468
2018,1468
2019,1468
2020,1468
2021,1468
2022,1468
2023,1468
2024,1468
2025,1468
2026,1468
2027,1468
2028,1468
2029,1468
2030,1468
2031,1468
2032,1468
2033,1468
2034,1468
2035,1468
2036,1468
2037,1468
2038,1468
2039,1468
2040,3085
2041,1468
2042,1468
2043,1468
2044,1468
2045,1468
2046,1468
2047,1468
2048,1468
2049,1468
2050,1468
2051,1468
2052,1468
2053,1468
2054,1468
2055,1468
2056,1468
2057,1468
2058,1468
2059,1468
2060,1468
2061,1468
2062,1468
2063,1468
2064,1468
2065,1468
2066,1468
2067,1468
2068,1468
2069,1468
2070,1468
2071,1468
2072,1468
2073,1468
2074,1468
2075,1468
2076,1468
2077,1468
2078,1468
2079,1468
2080,1468
2081,1468
2082,1468
2083,1468
2084,1468
2085,1468
2086,1468
2087,1468
2088,1468
2089,1468
2090,1468
2091,1468
2092,1468
2093,1468
2094,1468
2095,1468
2096,1468
2097,1468
2098,1468
2099,1468
2100,1468
2101,1468
2102,1468
2103,1468
2104,1468
2105,1468
2106,1468
2107,1468
2108,1468
2109,1468
2110,1468
2111,1468
2112,1468
2113,1468
2114,1468
2115,1468
2116,1468
2117,1468
2118,1468
2119,1468
2120,1468
2121,1468
2122,1468
2123,1468
2124,1468
2125,1468
2126,1468
2127,1468
2128,1468
2129,1468
2130,1468
2131,1468
2132,1468
2133,1468
2134,1468
2135,1468
2136,1468
2137,1468
2138,1468
2139,1468
2140,1468
2141,1468
2142,1468
2143,1468
2144,1468
2145,1468
2146,1468
2147,1468
2148,1468
2149,1468
2150,1468
2151,1468
2152,1468
2153,1468
2154,1468
2155,1468
2156,1468
2157,1468
2158,1468
2159,1468
2160,1468
2161,1468
2162,1468
2163,1468
2164,1468
2165,1468
2166,1468
2167,1468
2168,1468
2169,1468
2170,1468
2171,1468
2172,1468
2173,1468
2174,1468
2175,1468
2176,1468
2177,1468
2178,1468
2179,1468
2180,1468
2181,1468
2182,1468
2183,1468
2184,1468
2185,1468
2186,1468
2187,1468
2188,1468
2189,1468
2190,1468
2191,1468
2192,1468
2193,1468
2194,1468
2195,1468
2196,1468
2197,1468
2198,1468
2199,1468
2200,1468
2201,1468
2202,1468
2203,1468
2204,1468
2205,1468
2206,1468
2207,1468
2208,1468
2209,1468
2210,1468
2211,1468
2212,1468
2213,1468
2214,1468
2215,1468
2216,1468
2217,1468
2218,1468
2219,1468
2220,1468
2221,1468
2222,1468
2223,1468
2224,1468
2225,1468
2226,1468
2227,1468
2228,1468
2229,1468
2230,1468
2231,1468
2232,1468
2233,1468
2234,1468
2235,1468
2236,1468
2237,1468
2238,1468
2239,1468
2240,1468
2241,1468
2242,1468
2243,1468
2244,1468
2245,1468
2246,1468
2247,1468
2248,1468
2249,1468
2250,1468
2251,1468
2252,1468
2253,1468
2254,1468
2255,1468
2256,1468
2257,1468
2258,1468
2259,1468
2260,1468
2261,1468
2262,1468
2263,1468
2264,1468
2265,1468
2266,1468
2267,1468
2268,1468
2269,1468
2270,1468
2271,1468
2272,1468
2273,1468
2274,1468
2275,1468
2276,1468
2277,1468
2278,1468
2279,1468
2280,1468
2281,1468
2282,1468
2283,1468
2284,1468
2285,1468
2286,1468
2287,1468
2288,1468
2289,1468
2290,1468
2291,1468
2292,1468
2293,1468
2294,1468
2295,1468
2296,1468
2297,1468
2298,1468
2299,1468
2300,1468
2301,1468
2302,1468
2303,1468
2304,1468
2305,1468
2306,1468
2307,1468
2308,1468
2309,1468
2310,1468
2311,1468
2312,1468
2313,1468
2314,1468
2315,1468
2316,1468
2317,1468
2318,1468
2319,1468
2320,1468
2321,1468
2322,1468
2323,1468
2324,1468
2325,1468
2326,1468
2327,1468
2328,1468
2329,1468
2330,1468
2331,1468
2332,1468
2333,1468
2334,1468
2335,1468
2336,1468
2337,1468
2338,1468
2339,1468
2340,1468
2341,1468
2342,1468
2343,1468
2344,1468
2345,1468
2346,1468
2347,1468
2348,1468
2349,1468
2350,1468
2351,1468
2352,1468
2353,1468
2354,1468
2355,1468
2356,1468
2357,1468
2358,1468
2359,1468
2360,1468
2361,1468
2362,1468
2363,1468
2364,1468
2365,1468
2366,1468
2367,1468
2368,1468
2369,1468
2370,1468
2371,1468
2372,1468
2373,1468
2374,1468
2375,1468
2376,1468
2377,1468
2378,1468
2379,1468
2380,1468
2381,1468
2382,1468
2383,1468
2384,1468
2385,1468
2386,1468
2387,1468
2388,1468
2389,1468
2390,1468
2391,1468
2392,1468
2393,1468
2394,1468
2395,1468
2396,1468
2397,1468
2398,1468
2399,1468
2400,1468
2401,1468
2402,1468
2403,1468
2404,1468
2405,1468
2406,1468
2407,1468
2408,1468
2409,1468
2410,1468
2411,1468
2412,1468
2413,1468
2414,1468
2415,1468
2416,1468
2417,1468
2418,1468
2419,1468
2420,1468
2421,1468
2422,1468
2423,1468
2424,1468
2425,1468
2426,1468
2427,1468
2428,1468
2429,1468
2430,1468
2431,1468
2432,1468
2433,1468
2434,1468
2435,1468
2436,1468
2437,1468
2438,1468
2439,1468
2440,1468
2441,1468
2442,1468
2443,1468
2444,1468
2445,1468
2446,1468
2447,1468
2448,1468
2449,1468
2450,1468
2451,1468
2452,1468
2453,1468
2454,1468
2455,1468
2456,1468
2457,1468
2458,1468
2459,1468
2460,1468
2461,1468
2462,1468
2463,1468
2464,1468
2465,1468
2466,1468
2467,1468
2468,1468
2469,1468
2470,1468
2471,1468
2472,1468
2473,1468
2474,1468
2475,1468
2476,1468
2477,1468
2478,1468
2479,1468
2480,1468
2481,1468
2482,1468
2483,1468
2484,1468
2485,1468
2486,1468
2487,1468
2488,1468
2489,1468
2490,1468
2491,1468
2492,1468
2493,1468
2494,1468
2495,1468
2496,1468
2497,1468
2498,1468
